sentence_id,sentence,direction,modifier_category,tone_label,distance_cm,rater_id,x_m,y_m,amplitude,radius
s0011,"Please shift the grip backward a lot firmly, please.",back,a_lot,harsh,20,rater_2,0.0046026346472482675,-0.19686552637980612,60.0,0.14479320111044305
s0011,"Please shift the grip backward a lot firmly, please.",back,a_lot,harsh,20,rater_3,0.0035463485027363104,-0.20407043669867078,60.0,0.15440584441767852
s0012,pull the handlebar forward moderately.,forward,moderately,neutral,10,rater_1,0.007115707107582215,0.09821266334690004,46.81795977030357,0.14757897379338925
s0012,pull the handlebar forward moderately.,forward,moderately,neutral,10,rater_2,-0.008083300132361908,0.09958450893939372,45.191538951145624,0.12613721765726787
s0012,pull the handlebar forward moderately.,forward,moderately,neutral,10,rater_3,0.00012095529023143595,0.10383612449206532,43.98662830289538,0.1369013429017869
s0013,Let's pull the handlebar forward-left slightly.,forward_left,slightly,neutral,5,rater_1,-0.03551365219412392,0.03376142708726466,40.35599050307848,0.12932018123408462
s0013,Let's pull the handlebar forward-left slightly.,forward_left,slightly,neutral,5,rater_2,-0.03779250511423138,0.03701885623520904,36.93203814511969,0.10737079137615986
s0013,Let's pull the handlebar forward-left slightly.,forward_left,slightly,neutral,5,rater_3,-0.03556247727337287,0.03504516773190486,36.99688761358946,0.1343204748029942
s0014,"Let's move the handlebar back-right a lot firmly, please.",back_right,a_lot,harsh,20,rater_1,0.13838298554691472,-0.14964321319943252,60.0,0.17666701693847917
s0014,"Let's move the handlebar back-right a lot firmly, please.",back_right,a_lot,harsh,20,rater_2,0.14549032270616263,-0.13328663066554702,60.0,0.14413380596866804
s0014,"Let's move the handlebar back-right a lot firmly, please.",back_right,a_lot,harsh,20,rater_3,0.14557133392023433,-0.13843230832024128,60.0,0.1569350425949053
s0015,Could you shift the grip to the left for me.,left,no_modifier,neutral,15,rater_1,-0.1469599155447366,0.0013168449041699992,53.902434373433145,0.18063076281314558
s0015,Could you shift the grip to the left for me.,left,no_modifier,neutral,15,rater_2,-0.1528048844027006,-0.0037402888591981714,52.91484169218225,0.14354345120512707
s0015,Could you shift the grip to the left for me.,left,no_modifier,neutral,15,rater_3,-0.14930568114602166,-0.0003128423256527777,51.85777992220171,0.16521026505970518
s0016,Please nudge the handle back-right moderately now.,back_right,moderately,neutral,10,rater_1,0.07134581830219801,-0.07561549159119436,46.306590012212794,0.14994997077877104
s0016,Please nudge the handle back-right moderately now.,back_right,moderately,neutral,10,rater_2,0.06988365110917517,-0.06536644117872872,44.91467698707085,0.12848489447092715
s0016,Please nudge the handle back-right moderately now.,back_right,moderately,neutral,10,rater_3,0.07262157638610163,-0.07057114674437155,45.570225237352616,0.13956582105065646
s0017,Please bring the handle to the right moderately now.,right,moderately,neutral,10,rater_1,0.10547719889728471,-0.0049754516601701925,45.0028922767277,0.15426952139945282
s0017,Please bring the handle to the right moderately now.,right,moderately,neutral,10,rater_2,0.09602274947422346,0.008228812734047575,44.02396510694498,0.13517690136121208
s0017,Please bring the handle to the right moderately now.,right,moderately,neutral,10,rater_3,0.10248324472174483,0.000556217755272888,44.63378276688783,0.14024868441299007
s0018,Could you move the handlebar to the left moderately now.,left,moderately,neutral,10,rater_1,-0.09907300838267089,0.008292161108211408,47.63039551968126,0.14733873292004213
s0018,Could you move the handlebar to the left moderately now.,left,moderately,neutral,10,rater_2,-0.10373408286918698,-0.0020648592903404497,43.53818113975664,0.12069425847281404
s0018,Could you move the handlebar to the left moderately now.,left,moderately,neutral,10,rater_3,-0.10443774513975648,0.00015458419227711132,44.4414702202757,0.1424028643047011
s0019,"Let's slide the handle forward-right moderately, please.",forward_right,moderately,neutral,10,rater_1,0.0759008911637758,0.06840150853536306,44.8035751723112,0.15861161341294996
s0019,"Let's slide the handle forward-right moderately, please.",forward_right,moderately,neutral,10,rater_2,0.06325636303055397,0.07311854590100496,45.15563765439929,0.11843273358858142
s0019,"Let's slide the handle forward-right moderately, please.",forward_right,moderately,neutral,10,rater_3,0.07061564315522999,0.07231459943783314,46.43403044980931,0.13123096514304577
s0020,Could you bring the handle back-left moderately now.,back_left,moderately,neutral,10,rater_1,-0.0694349438928062,-0.0692528847358696,46.977893829034905,0.1556460478673235
s0020,Could you bring the handle back-left moderately now.,back_left,moderately,neutral,10,rater_2,-0.06919502997029037,-0.07391741185744098,43.35980659673989,0.11840586399094488
s0020,Could you bring the handle back-left moderately now.,back_left,moderately,neutral,10,rater_3,-0.0689118772551361,-0.06913708137236022,43.30650884173539,0.14722846238579465
s0021,"I want the handlebar moved backward and to the left a lot firmly, please.",back_left,a_lot,harsh,20,rater_1,-0.14362735244814412,-0.1414460992032047,60.0,0.17845090579483783
s0021,"I want the handlebar moved backward and to the left a lot firmly, please.",back_left,a_lot,harsh,20,rater_2,-0.13597329836240463,-0.1461389380796109,60.0,0.1486519254873971
s0021,"I want the handlebar moved backward and to the left a lot firmly, please.",back_left,a_lot,harsh,20,rater_3,-0.14261102979790244,-0.14559109819909116,60.0,0.16503516121192346
s0022,"Could you bring the handle back-left, please.",back_left,no_modifier,neutral,15,rater_1,-0.1088143730382987,-0.10491650599794783,54.1590754338714,0.17590020198243236
s0022,"Could you bring the handle back-left, please.",back_left,no_modifier,neutral,15,rater_2,-0.10451366485610894,-0.1035198341511115,51.82113187607858,0.15527075934614312
s0022,"Could you bring the handle back-left, please.",back_left,no_modifier,neutral,15,rater_3,-0.10685257248657581,-0.10287310584427259,53.02896886478211,0.14912785268095935
s0023,I want the grip moved to the right.,right,no_modifier,neutral,15,rater_1,0.15490104298686308,-0.007334829592168882,53.219552234636936,0.17464443499698182
s0023,I want the grip moved to the right.,right,no_modifier,neutral,15,rater_2,0.14455045104194023,0.00988298578219066,52.23031077234099,0.14163884864550763
s0023,I want the grip moved to the right.,right,no_modifier,neutral,15,rater_3,0.15281156347786543,0.004414399120878919,49.50509654122296,0.16782614667877838
s0024,"Please move the handlebar backward and to the right, please.",back_right,no_modifier,neutral,15,rater_1,0.1066215605928141,-0.11005811063960472,56.21207174058244,0.17470781433615934
s0024,"Please move the handlebar backward and to the right, please.",back_right,no_modifier,neutral,15,rater_2,0.105751653494399,-0.09758282731596571,51.306471251926006,0.15269709908617798
s0024,"Please move the handlebar backward and to the right, please.",back_right,no_modifier,neutral,15,rater_3,0.10340359062362747,-0.10601937627349639,55.61050088088035,0.1622486086802146
s0025,I want the handlebar moved to the right a lot.,right,a_lot,neutral,20,rater_1,0.20487721312937815,-0.008301656000673202,60.0,0.20006305233027002
s0025,I want the handlebar moved to the right a lot.,right,a_lot,neutral,20,rater_2,0.19729534923099845,0.009932645053637197,58.771405060211116,0.1740336327347294
s0025,I want the handlebar moved to the right a lot.,right,a_lot,neutral,20,rater_3,0.20039293406001957,0.001073375276408132,60.0,0.18689437913048873
s0026,"Let's move the grip forward and to the right, please.",forward_right,no_modifier,neutral,15,rater_1,0.11231544539806146,0.10343303446412373,55.52948621716211,0.17745859291002697
s0026,"Let's move the grip forward and to the right, please.",forward_right,no_modifier,neutral,15,rater_2,0.09730714403634169,0.1130294585632771,50.859387727469446,0.14957309253465534
s0026,"Let's move the grip forward and to the right, please.",forward_right,no_modifier,neutral,15,rater_3,0.10494938408023886,0.11148263269216455,52.66873661444975,0.16011935324546864
s0027,Could you slide the handle to the right slightly gently.,right,slightly,gentle,5,rater_1,0.054328182125774525,0.0012344402282517238,37.763038178078254,0.14579542057862988
s0027,Could you slide the handle to the right slightly gently.,right,slightly,gentle,5,rater_2,0.047483236808307766,0.00439326465216507,32.830778452392224,0.12425760670709725
s0027,Could you slide the handle to the right slightly gently.,right,slightly,gentle,5,rater_3,0.05393242903416169,0.0029963868277722585,35.635617608917975,0.14235528762641217
s0028,"I want the handlebar moved back-left slightly, please.",back_left,slightly,neutral,5,rater_1,-0.03184288226465601,-0.03505342757062338,39.74188335149032,0.1340097868607612
s0028,"I want the handlebar moved back-left slightly, please.",back_left,slightly,neutral,5,rater_2,-0.03736703693450913,-0.03589796426047095,36.46319841502919,0.10471122460681198
s0028,"I want the handlebar moved back-left slightly, please.",back_left,slightly,neutral,5,rater_3,-0.03468949628654193,-0.03680173526684076,38.44916378598346,0.1116494034942358
s0029,Can you move the handle backward and to the right slightly gently.,back_right,slightly,gentle,5,rater_1,0.03776052254377016,-0.03600866761220521,37.540655198239776,0.15187424587573156
s0029,Can you move the handle backward and to the right slightly gently.,back_right,slightly,gentle,5,rater_2,0.03713603778569616,-0.03136038470665996,33.93806215763241,0.12972876466838584
s0029,Can you move the handle backward and to the right slightly gently.,back_right,slightly,gentle,5,rater_3,0.03254211195117165,-0.03325493115650016,35.02197122637798,0.14455336678574698
s0030,"I want the handlebar moved forward-right slightly gently, please.",forward_right,slightly,gentle,5,rater_1,0.03762000882190411,0.03370968819416076,35.7264569831234,0.14797853345042963
s0030,"I want the handlebar moved forward-right slightly gently, please.",forward_right,slightly,gentle,5,rater_2,0.029389893530406455,0.03890686047711429,33.01477079384343,0.1392508462508117
s0030,"I want the handlebar moved forward-right slightly gently, please.",forward_right,slightly,gentle,5,rater_3,0.036996223558954225,0.039313765686309975,34.30530173651014,0.13355151895644174
s0031,Let's move the handle forward slightly now.,forward,slightly,neutral,5,rater_1,0.0015442065988194018,0.04752542789576371,41.030069108467195,0.14254045841001833
s0031,Let's move the handle forward slightly now.,forward,slightly,neutral,5,rater_2,-0.007458278734383221,0.05200382986219449,37.35022942134272,0.10410523788477107
s0031,Let's move the handle forward slightly now.,forward,slightly,neutral,5,rater_3,-0.0004057962100617122,0.05005796039817919,37.68777209591026,0.12122552882744651
s0032,Can you shift the handle forward-left for me.,forward_left,no_modifier,neutral,15,rater_1,-0.0999471120688753,0.10748013715862526,53.68642729366635,0.17566371285132423
s0032,Can you shift the handle forward-left for me.,forward_left,no_modifier,neutral,15,rater_2,-0.11790654611084027,0.10328067801008049,52.74439616964792,0.14208621267837007
s0032,Can you shift the handle forward-left for me.,forward_left,no_modifier,neutral,15,rater_3,-0.10844588571454779,0.10836333060003005,51.651817102449634,0.15588312048935593
s0033,"I want the handlebar moved forward and to the left a lot firmly, please.",forward_left,a_lot,harsh,20,rater_1,-0.1335283583117315,0.14574816917090264,60.0,0.17639525575254006
s0033,"I want the handlebar moved forward and to the left a lot firmly, please.",forward_left,a_lot,harsh,20,rater_2,-0.14691695957609388,0.13302613262229887,60.0,0.15867613838044156
s0033,"I want the handlebar moved forward and to the left a lot firmly, please.",forward_left,a_lot,harsh,20,rater_3,-0.14408686556505715,0.14226454564043575,60.0,0.156522950264025
s0034,Let's pull the handlebar to the left slightly gently now.,left,slightly,gentle,5,rater_1,-0.04729434281081264,0.002423238002376392,38.6152571557966,0.14855551547262863
s0034,Let's pull the handlebar to the left slightly gently now.,left,slightly,gentle,5,rater_2,-0.05183615033707294,0.0008084980043149744,35.03015100487337,0.13276596790336304
s0034,Let's pull the handlebar to the left slightly gently now.,left,slightly,gentle,5,rater_3,-0.051689448324955214,0.002151063939650477,31.82033658187426,0.14085216072769144
s0035,Could you nudge the handlebar backward slightly gently.,back,slightly,gentle,5,rater_1,0.0027391208183659196,-0.04974665909487763,37.03972064906475,0.1464176197905302
s0035,Could you nudge the handlebar backward slightly gently.,back,slightly,gentle,5,rater_2,0.002044239219466397,-0.048523180153579766,32.94923939812481,0.13690917263905678
s0035,Could you nudge the handlebar backward slightly gently.,back,slightly,gentle,5,rater_3,-0.0035141453743537275,-0.045020779596374794,35.580101996540755,0.1453341942351436
s0036,"I want the handle moved forward, please.",forward,no_modifier,neutral,15,rater_1,0.007930331356386204,0.1493178778421168,55.23554608125752,0.17643797909096082
s0036,"I want the handle moved forward, please.",forward,no_modifier,neutral,15,rater_2,-0.011501521971727966,0.15124805633711186,51.8038646297103,0.15564472241033878
s0036,"I want the handle moved forward, please.",forward,no_modifier,neutral,15,rater_3,-0.0004874654882288721,0.15303334845084002,52.70246527491768,0.15106629898427443
s0037,"Let's slide the grip to the left a lot firmly, please.",left,a_lot,harsh,20,rater_1,-0.2005886987245758,0.004759255896267726,60.0,0.17773191116215667
s0037,"Let's slide the grip to the left a lot firmly, please.",left,a_lot,harsh,20,rater_2,-0.20225289168063879,-0.0077667317349549795,60.0,0.15003026338841446
s0037,"Let's slide the grip to the left a lot firmly, please.",left,a_lot,harsh,20,rater_3,-0.20373882681773298,0.0003492759919173148,60.0,0.15380839103709365
s0038,"nudge the handle forward-right a lot firmly, please.",forward_right,a_lot,harsh,20,rater_1,0.14799893394493333,0.13479923020676235,60.0,0.17341065463513394
s0038,"nudge the handle forward-right a lot firmly, please.",forward_right,a_lot,harsh,20,rater_2,0.13069452369423398,0.14259300005392472,60.0,0.15184854517485294
s0038,"nudge the handle forward-right a lot firmly, please.",forward_right,a_lot,harsh,20,rater_3,0.14130861485224683,0.14147585932574896,60.0,0.15982879759520166
s0039,Could you bring the handle forward a lot firmly.,forward,a_lot,harsh,20,rater_1,0.009516272982728039,0.19764501542964283,60.0,0.17849996590091116
s0039,Could you bring the handle forward a lot firmly.,forward,a_lot,harsh,20,rater_2,-0.009551550644474213,0.20106388246079893,60.0,0.15109489258278191
s0039,Could you bring the handle forward a lot firmly.,forward,a_lot,harsh,20,rater_3,0.0008604759224597482,0.20048258767600752,60.0,0.1583867289904319
s0040,"slide the handlebar backward, please.",back,no_modifier,neutral,15,rater_1,0.00048781742374310634,-0.15295389357510486,53.81931268779899,0.17089125973487487
s0040,"slide the handlebar backward, please.",back,no_modifier,neutral,15,rater_2,0.005358236844938131,-0.14803562118540253,52.459852007908744,0.15407416009821417
s0040,"slide the handlebar backward, please.",back,no_modifier,neutral,15,rater_3,0.001319589005717743,-0.150331543991442,51.67542334554173,0.17102004532434237
s0041,I want the grip moved forward and to the left moderately.,forward_left,moderately,neutral,10,rater_1,-0.06368561345798851,0.06871822549975451,48.12632416385801,0.14811986810289926
s0041,I want the grip moved forward and to the left moderately.,forward_left,moderately,neutral,10,rater_2,-0.07452881599856583,0.06997694637604196,43.51086004065844,0.12599015263346838
s0041,I want the grip moved forward and to the left moderately.,forward_left,moderately,neutral,10,rater_3,-0.07151541617893134,0.07272970499282837,45.13395632587877,0.1416979430460054
s0042,"I want the handle moved backward moderately firmly, please.",back,moderately,harsh,10,rater_1,-0.003429218920669231,-0.10223182132140217,48.699690241012284,0.13499910364347087
s0042,"I want the handle moved backward moderately firmly, please.",back,moderately,harsh,10,rater_2,1.286784826474421e-05,-0.09873266650701225,45.73679864233904,0.10664833665253994
s0042,"I want the handle moved backward moderately firmly, please.",back,moderately,harsh,10,rater_3,2.713995377350855e-06,-0.10056673214599261,48.49433295197708,0.11333139311579118
s0043,"Can you nudge the handle backward a lot firmly, please.",back,a_lot,harsh,20,rater_1,-0.0011508923072000334,-0.2029706949982601,60.0,0.17560213169924765
s0043,"Can you nudge the handle backward a lot firmly, please.",back,a_lot,harsh,20,rater_2,0.005401260566608071,-0.19716918504200157,60.0,0.14123345496584022
s0043,"Can you nudge the handle backward a lot firmly, please.",back,a_lot,harsh,20,rater_3,0.0033570998421477115,-0.20413531612344468,60.0,0.1651408605879825
s0044,I want the grip moved forward moderately now.,forward,moderately,neutral,10,rater_1,0.008312699998971582,0.09822166133663754,45.060938973852565,0.1514734074874387
s0044,I want the grip moved forward moderately now.,forward,moderately,neutral,10,rater_2,-0.007928944018191688,0.09921740641933356,43.36871796968094,0.1310161016548894
s0044,I want the grip moved forward moderately now.,forward,moderately,neutral,10,rater_3,0.0004175337068932866,0.10206421642263383,43.73406929539065,0.13902689418498607
s0045,Let's slide the grip forward-left slightly gently.,forward_left,slightly,gentle,5,rater_1,-0.03099154985522656,0.03592902135338382,35.544884390051585,0.15108221220950602
s0045,Let's slide the grip forward-left slightly gently.,forward_left,slightly,gentle,5,rater_2,-0.04014377108805724,0.03285744550501489,33.74115674459356,0.12563376835059598
s0045,Let's slide the grip forward-left slightly gently.,forward_left,slightly,gentle,5,rater_3,-0.03454703152681407,0.0377279505712475,34.32408899192923,0.14047092568155967
s0046,"I want the handlebar moved backward and to the right a lot firmly, please.",back_right,a_lot,harsh,20,rater_1,0.1383216557444266,-0.14816232726126113,60.0,0.18102358170256946
s0046,"I want the handlebar moved backward and to the right a lot firmly, please.",back_right,a_lot,harsh,20,rater_2,0.1427936333347493,-0.12988474102073397,60.0,0.15143748962626113
s0046,"I want the handlebar moved backward and to the right a lot firmly, please.",back_right,a_lot,harsh,20,rater_3,0.1415375328733786,-0.14278444526632292,60.0,0.1601419838833082
s0047,Let's pull the handlebar to the left.,left,no_modifier,neutral,15,rater_1,-0.14958897257515485,0.0064607211609214905,54.585168232663825,0.1737315063434907
s0047,Let's pull the handlebar to the left.,left,no_modifier,neutral,15,rater_2,-0.14946401060378206,-0.006158553023229261,48.92109402842624,0.14880310784333353
s0047,Let's pull the handlebar to the left.,left,no_modifier,neutral,15,rater_3,-0.1530653297127483,-0.0004207097831099396,52.638884672782204,0.15020412321430737
s0048,I want the grip moved backward and to the right moderately.,back_right,moderately,neutral,10,rater_1,0.06952421141650106,-0.07347348467628702,48.662113262402684,0.15433601336606098
s0048,I want the grip moved backward and to the right moderately.,back_right,moderately,neutral,10,rater_2,0.07118149801273072,-0.06424329763360426,44.32559717480351,0.14566819279900617
s0048,I want the grip moved backward and to the right moderately.,back_right,moderately,neutral,10,rater_3,0.07540528722419916,-0.07102080248557145,44.65264558615381,0.14702105982520342
s0049,"Let's slide the handlebar to the right moderately, please.",right,moderately,neutral,10,rater_1,0.10413762175022102,-0.0035506253934512524,47.83065786147785,0.15012367823891373
s0049,"Let's slide the handlebar to the right moderately, please.",right,moderately,neutral,10,rater_2,0.09448263110462832,0.003455381928528893,43.20754136682195,0.1326671652853161
s0049,"Let's slide the handlebar to the right moderately, please.",right,moderately,neutral,10,rater_3,0.09999459291721509,0.005969665847305348,43.127393628896755,0.138603419626336
s0050,Can you move the handle to the left moderately firmly.,left,moderately,harsh,10,rater_1,-0.09480268088381172,0.005291245431222709,48.89411470375679,0.13691273701034976
s0050,Can you move the handle to the left moderately firmly.,left,moderately,harsh,10,rater_2,-0.09946327004501523,-0.006217821341369529,47.97680165428256,0.11110803410335447
s0050,Can you move the handle to the left moderately firmly.,left,moderately,harsh,10,rater_3,-0.10178886995559247,0.002086351958410576,48.11340105004549,0.11560310898174503
s0051,"Could you nudge the handle forward-right moderately firmly, please.",forward_right,moderately,harsh,10,rater_1,0.0788542862244502,0.0649687694800835,51.55286755605452,0.12081182351605262
s0051,"Could you nudge the handle forward-right moderately firmly, please.",forward_right,moderately,harsh,10,rater_2,0.06672630151346147,0.07440469592477841,47.361011259684744,0.11118473589949042
s0051,"Could you nudge the handle forward-right moderately firmly, please.",forward_right,moderately,harsh,10,rater_3,0.0728695432015846,0.07140278616165388,47.8022109319396,0.11821315919586446
s0052,Please move the handle backward and to the left moderately now.,back_left,moderately,neutral,10,rater_1,-0.06912265666429068,-0.07016691104307565,47.36672820805497,0.157387330697352
s0052,Please move the handle backward and to the left moderately now.,back_left,moderately,neutral,10,rater_2,-0.07218276878398312,-0.07138957692108952,44.16313611587975,0.13148596473196908
s0052,Please move the handle backward and to the left moderately now.,back_left,moderately,neutral,10,rater_3,-0.06578512760038986,-0.06936214923118483,46.603588181082515,0.1376333833979303
s0053,"Could you nudge the handle back-left a lot firmly, please.",back_left,a_lot,harsh,20,rater_1,-0.14154729591008466,-0.13470011924076744,60.0,0.1715748023401771
s0053,"Could you nudge the handle back-left a lot firmly, please.",back_left,a_lot,harsh,20,rater_2,-0.13867339423294062,-0.14648006573826086,60.0,0.14144085643161067
s0053,"Could you nudge the handle back-left a lot firmly, please.",back_left,a_lot,harsh,20,rater_3,-0.14168568604532236,-0.14142965558665008,60.0,0.16187129207198983
s0054,Let's slide the grip backward and to the left.,back_left,no_modifier,neutral,15,rater_1,-0.10676703975848392,-0.10219431254004387,52.86406230892488,0.17306976558822237
s0054,Let's slide the grip backward and to the left.,back_left,no_modifier,neutral,15,rater_2,-0.10234389600728068,-0.11115357650891851,50.677930685703686,0.1490940325834759
s0054,Let's slide the grip backward and to the left.,back_left,no_modifier,neutral,15,rater_3,-0.10309135313340684,-0.10824207362269776,53.955883719302825,0.15596236827326126
s0055,I want the handlebar moved to the right now.,right,no_modifier,neutral,15,rater_1,0.15631990828628253,-0.007984550800784043,55.79897475632529,0.19279750058316125
s0055,I want the handlebar moved to the right now.,right,no_modifier,neutral,15,rater_2,0.14840313825081905,0.011460853948605298,50.26742094998066,0.15364505160882844
s0055,I want the handlebar moved to the right now.,right,no_modifier,neutral,15,rater_3,0.15302993281939525,0.002011800162554531,52.868535938649366,0.15358208795623243
s0056,"Please move the grip backward and to the right, please.",back_right,no_modifier,neutral,15,rater_1,0.10441274414641817,-0.1141294543523202,52.69755677358231,0.1794980700279086
s0056,"Please move the grip backward and to the right, please.",back_right,no_modifier,neutral,15,rater_2,0.10589027063824381,-0.097653692634035,53.744419889268855,0.1566655646248789
s0056,"Please move the grip backward and to the right, please.",back_right,no_modifier,neutral,15,rater_3,0.10682795040766106,-0.10567215445058209,51.73230833751401,0.16009087958542928
s0057,Can you shift the handle to the right a lot.,right,a_lot,neutral,20,rater_1,0.20633418751656116,-0.005695632088729611,60.0,0.18686819317980208
s0057,Can you shift the handle to the right a lot.,right,a_lot,neutral,20,rater_2,0.19795100047957073,0.006075719046018359,59.70981326407886,0.15637382933985217
s0057,Can you shift the handle to the right a lot.,right,a_lot,neutral,20,rater_3,0.2028487371611442,0.0032207817195286648,59.49534027769077,0.17332333142364822
s0058,"Let's move the grip forward-right, please.",forward_right,no_modifier,neutral,15,rater_1,0.11381124931072953,0.10121318940804165,54.68762932630664,0.1891940413356784
s0058,"Let's move the grip forward-right, please.",forward_right,no_modifier,neutral,15,rater_2,0.09786762552411984,0.11044902900254226,53.235817272861,0.1686111812298739
s0058,"Let's move the grip forward-right, please.",forward_right,no_modifier,neutral,15,rater_3,0.10498335802862435,0.10873677904390597,51.97775034407926,0.1619531936018369
s0059,Can you bring the handle to the right slightly gently now.,right,slightly,gentle,5,rater_1,0.05465416712320969,-0.00512667437699358,36.25295089551319,0.1494939059922899
s0059,Can you bring the handle to the right slightly gently now.,right,slightly,gentle,5,rater_2,0.047926319462372746,0.0036819422486343233,34.013200574328124,0.12875923639217726
s0059,Can you bring the handle to the right slightly gently now.,right,slightly,gentle,5,rater_3,0.05085824059354681,-0.001819066926757968,33.78343064777333,0.13762743566363853
s0060,"Can you pull the handle back-left slightly gently, please.",back_left,slightly,gentle,5,rater_1,-0.033150695789026664,-0.03820328703176069,35.88135878521015,0.16095535854006657
s0060,"Can you pull the handle back-left slightly gently, please.",back_left,slightly,gentle,5,rater_2,-0.034534135254583535,-0.035769181906292705,33.490114915525574,0.12807659441472616
s0060,"Can you pull the handle back-left slightly gently, please.",back_left,slightly,gentle,5,rater_3,-0.03489842646981735,-0.03557263265583638,33.3855568868094,0.14074792915368697
